phrase,first_lesson,occurrences,word_count,parent_count,child_count,parents,children
Je vous dois.,12,1,3,3,7,vous|je|je dois,"je vous dois combien|je vous dois combien, s'il vous plaît|je vous dois combien aujourd'hui|est-ce que je vous dois cinq francs|je vous dois treize francs"
"Je vous dois combien, s'il vous plaît?",12,1,7,8,0,vous|je|s'il vous plaît|plaît|vous plaît,
Un franc.,12,2,2,0,4,,"avez-vous un franc|voulez-vous un franc|alors, donnez-moi un franc|une bière, un franc"
"Un franc, Monsieur.",12,1,3,1,1,monsieur,"est-ce que vous avez un franc, monsieur"
Je vous dois combien aujourd'hui?,12,1,5,7,0,vous|je|aujourd'hui|combien|je vous dois combien,
Huit francs.,12,1,2,1,0,huit,
Onze francs.,12,1,2,0,1,,"non, onze francs"
Douze francs.,12,1,2,0,2,,est-ce que je vous dois douze francs|je veux douze francs
Deux francs.,12,1,2,1,1,deux,"et le vin, deux francs"
Treize francs.,12,2,2,1,3,treize,"je vous dois treize francs|non, j'ai treize francs|voilà treize francs"
Dix francs.,12,1,2,0,1,,vous me devez dix francs
Six francs.,12,1,2,0,1,,six francs le litre
Est-ce que je vous dois cinq francs?,12,1,7,6,0,vous|est-ce que|je|cinq|je dois,
"Non, Madame, quatre francs.",12,1,4,1,0,quatre,
Et sept francs?,12,1,3,1,0,et,
Je vous dois treize francs.,12,1,5,6,0,vous|je|je dois|je vous dois|treize francs,
"Non, pas treize.",12,1,3,2,0,pas|treize,
Est-ce que je vous dois douze francs?,12,1,7,6,0,vous|est-ce que|je|je dois|je vous dois,
"Non, onze francs.",12,1,3,1,0,onze francs,
"Oui, je comprends maintenant.",12,1,4,5,0,je|comprends|je comprends|maintenant|je comprends maintenant,
Je vous comprends.,12,1,3,4,3,vous|je|comprends|je comprends,"je vous comprends maintenant|je ne vous comprends pas|mais en français, je ne vous comprends pas"
Je vous comprends maintenant.,12,1,4,7,0,vous|je|comprends|je comprends|maintenant,
Quelle heure est-il s'il vous plaît?,13,1,6,10,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Il est onze heures.,13,1,4,2,0,est|il est,
"Mais non, il est huit heures.",13,1,6,6,0,mais|est|huit|huit heures|il est,
"Non, douze.",13,1,2,0,0,,
Deux ou douze?,13,1,3,2,0,ou|deux,
Je ne vous comprends pas.,13,2,5,10,1,ne|vous|je|comprends|je comprends,"mais en français, je ne vous comprends pas"
"Écoutez, s'il vous plaît.",13,1,4,5,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
J'écoute.,13,1,1,0,0,,
Répétez s'il vous plaît.,13,1,4,5,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Je répète.,13,1,2,1,0,je,
Quand? Aujourd'hui?,13,1,2,1,0,aujourd'hui,
Ou demain?,13,1,2,2,0,ou|demain,
Six heures ou sept heures.,13,1,5,1,2,ou,"à six heures ou à sept heures|non, à six heures ou à sept heures"
Pas demain soir.,13,1,3,4,1,pas|demain|soir|demain soir,"pas ce soir, mais demain soir"
Bonsoir.,13,1,1,0,1,,"merci, madame. bonsoir"
Je vais bien aujourd'hui.,13,1,4,5,0,je|bien|je vais bien|je vais|aujourd'hui,
Vous avez combien de francs?,13,2,5,4,0,vous|vous avez|combien|combien de francs,
Combien de francs?,13,1,3,1,3,combien,vous avez combien de francs|combien de francs avez-vous|combien de francs voulez-vous
J'ai quatorze francs.,13,2,3,2,0,quatorze|j'ai,
Quatorze.,13,1,1,0,6,,"j'ai quatorze francs|j'ai quatorze dollars|quatorze francs, s'il vous plaît|alors, c'est quatorze francs|voilà quatorze francs"
J'ai.,13,1,1,0,49,,"j'ai quatorze francs|j'ai quatorze dollars|j'ai quinze dollars|non, j'ai treize francs|mais j'ai quinze dollars"
Vous avez combien de dollars?,13,2,5,3,0,vous|vous avez|combien,
J'ai quatorze dollars.,13,1,3,3,0,quatorze|j'ai|quatorze dollars,
J'ai quinze dollars.,13,2,3,2,1,j'ai|quinze,mais j'ai quinze dollars
Est-ce que vous avez seize francs?,13,1,6,3,0,vous|est-ce que|vous avez,
"Non, j'ai treize francs.",13,1,4,3,0,treize francs|j'ai|treize,
Mais j'ai quinze dollars.,13,1,4,4,0,mais|j'ai|j'ai quinze dollars|quinze,
Vous n'avez pas seize dollars?,13,1,5,2,0,vous|pas,
"Je vous dois combien, Madame?",13,1,5,5,0,vous|je|madame|je dois|je vous dois,
En dollars?,13,2,2,0,1,,et en dollars
En francs.,13,1,2,0,1,,"en francs, c'est quinze francs"
"Quatorze francs, s'il vous plaît.",13,1,5,6,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
J'ai dix dollars.,13,1,3,1,0,j'ai,
Est-ce que vous avez cinq dollars?,13,1,6,4,0,vous|est-ce que|vous avez|cinq,
"En francs, c'est quinze francs.",13,1,5,3,0,c'est|en francs|quinze,
Et en dollars?,13,1,3,2,0,et|en dollars,
"C'est cinq dollars, Monsieur.",13,1,4,4,0,monsieur|c'est|cinq|c'est cinq,
Je n'ai pas seize francs.,13,1,5,2,0,je|pas,
Mais pas quinze.,13,1,3,4,0,pas|mais|pas quinze|quinze,
"Alors, c'est quatorze francs.",13,1,4,2,0,c'est|quatorze,
"Merci, Madame. Bonsoir.",13,1,3,1,0,bonsoir,
Vous devez.,13,1,2,1,3,vous,vous me devez dix francs|vous me devez|vous me devez trente-et-un francs
Je n'ai pas de francs.,13,2,5,2,1,je|pas,mais je n'ai pas de francs
"En dollars, c'est combien?",13,2,4,3,0,c'est|combien|c'est combien,
Et je voudrais cinq bières.,13,1,5,5,0,je|et|je voudrais|voudrais|cinq,
Voilà.,14,2,1,0,15,,"voilà treize francs|voilà quatorze francs|d'accord, voilà trois dollars|voilà une bière|voilà seize dollars"
Voilà treize francs.,14,1,3,3,0,treize francs|voilà|treize,
Je veux douze francs.,14,1,4,4,0,je|je veux|veux|douze francs,
Voilà quatorze francs.,14,1,3,2,0,quatorze|voilà,
"Est-ce que vous avez un franc, Monsieur?",14,1,7,5,0,"vous|est-ce que|monsieur|vous avez|un franc, monsieur",
Avez-vous un franc?,14,1,3,1,0,un franc,
Voulez-vous un franc?,14,1,3,2,0,un franc|voulez-vous,
Je veux seize francs.,14,1,4,3,0,je|je veux|veux,
Pas quinze.,14,1,2,2,1,pas|quinze,mais pas quinze
Je n'ai pas de dollars.,14,3,5,3,2,je|pas|pas de dollars,"mais je n'ai pas de dollars|non, je n'ai pas de dollars"
J'ai beaucoup de francs.,14,1,4,1,2,j'ai,"et j'ai aussi beaucoup de francs|j'ai beaucoup de dollars, mais pas de francs"
Mais je n'ai pas de dollars.,14,1,6,5,0,je|pas|mais|je n'ai pas de dollars|pas de dollars,
Vous n'avez pas de dollars?,14,1,5,3,0,vous|pas|pas de dollars,
J'ai des francs.,14,1,3,1,1,j'ai,j'ai aussi des francs
J'ai des dollars.,14,1,3,2,1,j'ai|des dollars,"oui, j'ai des dollars"
Mais pas de francs.,14,1,4,2,2,pas|mais,"j'ai beaucoup de dollars, mais pas de francs|mais je n'ai pas de francs"
Donnez-moi des francs.,14,2,3,1,1,donnez-moi,"alors, donnez-moi des francs"
Donnez-moi des dollars.,14,2,3,2,1,des dollars|donnez-moi,"non, donnez-moi des dollars"
"D'accord, voilà trois dollars.",14,1,4,2,0,trois|voilà,
Est-ce que vous avez des francs?,14,2,6,4,1,vous|est-ce que|vous avez|vous avez des francs,est-ce que vous avez des francs pour moi
J'ai dix-sept francs.,14,1,3,1,0,j'ai,
J'ai dix-neuf dollars.,14,1,3,1,0,j'ai,
Et j'ai aussi beaucoup de francs.,14,1,6,4,0,et|aussi|j'ai|j'ai beaucoup de francs,
Combien de francs avez-vous?,14,1,4,2,0,combien|combien de francs,
Je n'ai pas de bière.,14,1,5,3,0,je|pas|bière,
Je voudrais acheter de la bière.,14,1,6,7,0,je|je voudrais|voudrais|de la bière|bière,
"Moi, j'ai de la bière.",14,1,5,3,0,de la bière|bière|j'ai,
Voilà une bière.,14,1,3,3,0,bière|une|voilà,
"Maintenant, donnez-moi dix-sept francs.",14,1,4,2,0,donnez-moi dix-sept francs|donnez-moi,
Est-ce que vous avez des dollars?,14,3,6,4,0,vous|est-ce que|vous avez|des dollars,
"Non, je n'ai pas de dollars.",14,1,6,4,0,je|pas|je n'ai pas de dollars|pas de dollars,
Et des francs?,14,1,3,1,0,et,
Ce n'est pas beaucoup.,14,3,4,3,2,pas|ce|pas beaucoup,"non, ce n'est pas beaucoup|ici, ce n'est pas beaucoup"
Est-ce que vous savez où est le boulevard?,14,1,8,10,0,vous|est-ce que|est|où est|le boulevard,
Est-ce que c'est là-bas?,14,1,4,4,0,est-ce que|c'est|c'est là-bas|là-bas,
Ou est-ce que c'est ici?,14,1,5,6,0,est-ce que|ou|ici|c'est|c'est ici,
Merci beaucoup.,14,1,2,1,0,merci,
Donnez-moi quinze dollars.,14,1,3,2,0,quinze|donnez-moi,
"Non, donnez-moi dix-sept ou dix-huit dollars.",14,1,6,2,0,ou|donnez-moi,
"J'ai beaucoup de dollars, mais pas de francs.",14,1,8,6,0,pas|mais|j'ai|j'ai beaucoup de francs|mais pas de francs,
Combien de francs voulez-vous?,14,1,4,3,0,combien|combien de francs|voulez-vous,
"Oh, dix-huit ou dix-neuf?",14,1,4,1,0,ou,
Je donne.,14,1,2,1,3,je,je vous donne|je vous donne dix dollars|je vous donne soixante-et-un francs
Je vous donne.,14,1,3,3,2,vous|je|je donne,je vous donne dix dollars|je vous donne soixante-et-un francs
Je vous donne dix dollars.,14,1,5,4,0,vous|je|je donne|je vous donne,
Mais je n'ai pas de francs.,14,1,6,5,0,je|pas|mais|je n'ai pas de francs|mais pas de francs,
Qu'est-ce que vous allez faire?,14,1,5,4,1,vous|vous allez|qu'est-ce que|faire,qu'est-ce que vous allez faire là-bas
Vous n'avez pas de francs.,14,2,5,2,0,vous|pas,
"Alors, je vais acheter des francs.",14,1,6,3,0,je|acheter|je vais,
"Donnez-moi des dollars, s'il vous plaît.",14,1,6,6,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Voilà seize dollars.,14,1,3,1,0,voilà,
C'est beaucoup.,14,3,2,1,3,c'est,"mais chez moi, c'est beaucoup|c'est beaucoup d'argent|dix-huit dollars, c'est beaucoup d'argent"
"Non, ce n'est pas beaucoup.",14,1,5,4,0,pas|ce|ce n'est pas beaucoup|pas beaucoup,
"Ici, ce n'est pas beaucoup.",14,1,5,4,0,pas|ce|ce n'est pas beaucoup|pas beaucoup,
"Mais chez moi, c'est beaucoup.",14,1,5,4,0,mais|c'est|chez|c'est beaucoup,
Est-ce que vous avez du vin?,15,3,6,6,0,vous|est-ce que|du vin|vin|du,
Je n'ai pas de vin.,15,1,5,4,0,je|pas|vin|pas de vin,
Mais j'ai de la bière.,15,1,5,4,0,mais|de la bière|bière|j'ai,
"Alors, donnez-moi de la bière.",15,1,5,4,0,"de la bière|bière|alors, de la bière|donnez-moi",
Voilà cinq dollars.,15,1,3,2,0,cinq|voilà,
J'ai aussi des francs.,15,1,4,3,0,aussi|j'ai|j'ai des francs,
Donnez-moi dix-sept francs.,15,1,3,1,1,donnez-moi,"maintenant, donnez-moi dix-sept francs"
Combien? Dix-huit?,15,1,2,0,0,,
"Non, Madame, seize.",15,1,3,0,0,,
Voilà quinze francs.,15,1,3,2,0,voilà|quinze,
"C'est quatorze, Madame.",15,1,3,2,0,madame|c'est,
"Alors, donnez-moi un franc.",15,1,4,2,0,un franc|donnez-moi,
Pas beaucoup.,15,2,2,1,6,pas,"ce n'est pas beaucoup|j'ai beaucoup de dollars, mais pas de francs|non, ce n'est pas beaucoup|ici, ce n'est pas beaucoup|je n'en ai pas beaucoup"
"Pour vous, Madame.",15,1,3,1,0,madame,
Pour moi?,15,1,2,1,4,moi,est-ce que vous avez des francs pour moi|vous parlez trop vite pour moi|de l'orangina pour moi|mais pas pour moi
Le vin est pour vous.,15,1,5,3,0,vous|est|vin,
Mais la bière est pour Georges.,15,1,6,3,0,mais|est|bière,
C'est combien une bière?,15,1,4,5,0,c'est|bière|une|combien|c'est combien,
"Une bière, un franc.",15,1,4,2,0,une|un franc,
"Et le vin, deux francs.",15,1,5,3,0,et|deux|deux francs,
Donnez-moi trois francs.,15,1,3,2,0,trois|donnez-moi,
Je ne peux pas.,15,2,4,5,3,ne|je|pas|je ne|je peux,"non, je ne peux pas|mais je ne peux pas|et je ne peux pas"
Je peux.,15,4,2,1,13,je,"je ne peux pas|oui, je peux|je peux vous donner des dollars|non, je ne peux pas|oui, je peux aussi en acheter"
Vous pouvez.,15,1,2,1,10,vous,est-ce que vous pouvez|est-ce que vous pouvez manger maintenant|vous ne pouvez pas|et vous pouvez boire de l'orangina|vous pouvez boire du vin
Est-ce que vous pouvez?,15,1,4,3,2,vous|est-ce que|vous pouvez,est-ce que vous pouvez manger maintenant|est-ce que vous pouvez attendre
Est-ce que vous pouvez manger maintenant?,15,1,6,6,0,vous|est-ce que|manger|maintenant|vous pouvez,
"Oui, je peux.",15,2,3,2,1,je|je peux,"oui, je peux aussi en acheter"
"Oui, j'en ai.",15,1,3,0,1,,"oui, j'en ai beaucoup"
Est-ce que vous avez de la bière?,15,1,7,5,0,vous|est-ce que|de la bière|bière|vous avez,
Je n'en ai pas.,15,7,4,2,2,je|pas,"non, je n'en ai pas|je n'en ai pas beaucoup"
J'en ai beaucoup.,15,3,3,0,1,,"oui, j'en ai beaucoup"
"Non, je n'en ai pas.",15,1,5,3,0,je|pas|je n'en ai pas,
Je n'en ai pas beaucoup.,15,2,5,4,0,je|pas|pas beaucoup|je n'en ai pas,
J'en veux.,15,2,2,1,0,veux,
Vous en voulez.,15,1,3,3,0,vous|vous voulez|voulez,
Des dollars?,15,1,2,0,7,,j'ai des dollars|donnez-moi des dollars|est-ce que vous avez des dollars|vous voulez des dollars|je peux vous donner des dollars
Vous voulez des dollars?,15,1,4,4,0,vous|vous voulez|voulez|des dollars,
Vous ne pouvez pas?,15,2,4,4,1,ne|vous|pas|vous pouvez,"non, vous ne pouvez pas"
"Alors, donnez-moi des francs.",15,1,4,2,0,donnez-moi des francs|donnez-moi,
Mais je ne veux pas.,15,1,5,8,1,ne|je|pas|je ne|mais,"mais moi, je ne veux pas manger"
Vous avez des francs.,15,1,4,2,2,vous|vous avez,est-ce que vous avez des francs|est-ce que vous avez des francs pour moi
Mais je n'en veux pas.,15,1,5,6,0,je|pas|mais|je veux|veux,
Deux et deux font combien?,15,1,5,3,0,et|deux|combien,
Je veux manger!,15,1,3,4,2,je|je veux|veux|manger,"mais moi, je ne veux pas manger|je ne veux pas manger"
Qu'est-ce que vous allez acheter?,15,1,5,4,0,vous|vous allez|qu'est-ce que|acheter,
Je vais acheter une flûte.,15,1,5,4,0,je|acheter|une|je vais,
En France et en Italie.,15,1,5,1,0,et,
"Vous et moi, ensemble.",15,1,4,4,0,vous|et vous|et|ensemble,
Et qui est Jacques?,15,1,4,4,0,et|jacques|est|qui,
Je l'ai vu assez souvent.,15,1,5,2,0,je|assez,
"Cependant, il ne répond pas.",15,1,5,2,0,ne|pas,
Qu'est-ce qu'il peut donner?,15,1,4,0,0,,
Elle est devenue blanche.,15,1,4,1,0,est,
Jacques est indépendant.,15,1,3,2,0,jacques|est,
Je n'en ai plus.,15,1,4,2,0,je|plus,
Est-ce que Paris est loin?,15,3,5,4,0,est-ce que|est|loin|paris est loin,
Écoutez! Je vais répéter.,15,1,4,3,0,je|je vais|répéter,
Comment? Vous avez tout vu?,15,1,5,2,0,vous|vous avez,
"Non, mais j'ai tout entendu.",15,1,5,2,0,mais|j'ai,
C'est pour vous.,16,1,3,2,0,vous|c'est,
Qu'est-ce que c'est?,16,1,3,2,0,c'est|qu'est-ce que,
Vous me devez dix francs.,16,1,5,4,0,vous|dix francs|vous devez|vous me devez,
Je peux vous donner des dollars.,16,1,6,5,0,vous|je|je peux|des dollars|je peux vous donner,
Je n'en veux pas.,16,1,4,4,1,je|pas|je veux|veux,mais je n'en veux pas
Pas de dollars.,16,1,3,1,4,pas,"je n'ai pas de dollars|mais je n'ai pas de dollars|vous n'avez pas de dollars|non, je n'ai pas de dollars"
"Non, je ne peux pas.",16,2,5,6,0,ne|je|pas|je ne|je ne peux pas,
Voilà dix-sept dollars.,16,1,3,1,0,voilà,
C'est beaucoup d'argent.,16,1,3,2,1,c'est|c'est beaucoup,"dix-huit dollars, c'est beaucoup d'argent"
"Dix-huit dollars, c'est beaucoup d'argent.",16,1,5,3,0,c'est|c'est beaucoup|c'est beaucoup d'argent,
C'est trop.,16,6,2,1,5,c'est,"c'est trop d'argent|c'est trop cher|non, c'est trop cher|soixante-huit, c'est trop cher|c'est trop vite"
C'est trop d'argent.,16,2,3,2,0,c'est|c'est trop,
Combien d'argent avez-vous?,16,2,3,1,0,combien,
J'ai vingt dollars.,16,1,3,1,0,j'ai,
Vous avez vingt dollars.,16,1,4,2,0,vous|vous avez,
J'ai vingt-cinq dollars.,16,1,3,1,0,j'ai,
Vingt-huit.,16,1,1,0,1,,vingt-huit et quatre font trente-deux
Vous avez trop d'argent.,16,1,4,2,0,vous|vous avez,
J'ai trente francs.,16,1,3,1,0,j'ai,
J'ai trente-neuf francs.,16,1,3,1,0,j'ai,
"Non, vingt-neuf.",16,1,2,0,0,,
"Non, mais ça suffit.",16,2,4,3,0,mais|ça suffit|ça,
Ça suffit.,16,1,2,1,9,ça,"non, mais ça suffit|ça ne suffit pas|trente-cinq, ça suffit|quarante-six. ça suffit|merci, ça suffit"
Ça ne suffit pas.,16,1,4,4,0,ne|pas|ça suffit|ça,
"Trente-cinq, ça suffit.",16,1,3,2,0,ça suffit|ça,
Donnez-moi quarante francs.,16,1,3,1,0,donnez-moi,
Quarante dollars.,16,1,2,0,0,,
Quatorze dollars.,16,1,2,1,1,quatorze,j'ai quatorze dollars
Donnez-moi quarante-sept francs.,16,1,3,1,0,donnez-moi,
Quarante-six. Ça suffit.,16,1,3,2,0,ça suffit|ça,
Je voudrais quarante-huit francs.,16,1,4,3,0,je|je voudrais|voudrais,
"Non, trente-huit.",16,1,2,0,0,,
Combien de dollars voulez-vous?,16,1,4,2,0,combien|voulez-vous,
Est-ce que vous avez de l'argent?,16,3,6,3,0,vous|est-ce que|vous avez,
Je voudrais de l'argent.,16,2,4,3,0,je|je voudrais|voudrais,
Je n'ai pas d'argent.,16,2,4,2,0,je|pas,
Donnez-moi de l'argent.,16,1,3,1,0,donnez-moi,
Vous en avez.,16,1,3,2,1,vous|vous avez,vous en avez beaucoup
Vous en avez beaucoup.,16,1,4,3,0,vous|vous avez|vous en avez,
"D'accord, voilà vingt-cinq francs.",16,1,4,1,0,voilà,
"Merci, ça suffit.",16,2,3,2,0,ça suffit|ça,
Deux et trois font cinq.,16,1,5,4,0,et|deux|cinq|trois,
Cinq et trois font huit.,16,1,5,4,0,et|huit|cinq|trois,
Huit et cinq font treize.,16,1,5,4,0,et|huit|cinq|treize,
Onze et quatre font quinze.,16,1,5,3,0,et|quatre|quinze,
Treize et quatre font dix-sept.,16,1,5,3,0,et|quatre|treize,
Seize et quatre font vingt.,16,1,5,2,0,et|quatre,
Vingt et six font vingt-six.,16,1,5,1,0,et,
Vingt-huit et quatre font trente-deux.,16,1,5,3,0,et|quatre|vingt-huit,
Trente-deux et deux font trente-quatre.,16,1,5,2,0,et|deux,
Trente-quatre et douze font quarante-six.,16,1,5,1,0,et,
Trente-trois et dix font quarante-trois.,16,1,5,2,0,et|trente-trois,
Vingt-cinq et onze font trente-six.,16,1,5,1,0,et,
Arrêtez! Ça suffit!,16,1,3,2,0,ça suffit|ça,
"Oui, j'ai de l'argent.",16,1,4,1,0,j'ai,
"Oui, j'en ai beaucoup.",16,1,4,2,0,"oui, j'en ai|j'en ai beaucoup",
"Oui, j'ai des dollars.",16,1,4,3,0,j'ai|j'ai des dollars|des dollars,
"Oui, je voudrais bien.",16,1,4,5,0,je|bien|je voudrais|voudrais|je voudrais bien,
"Oui, je peux aussi en acheter.",16,1,6,5,0,"je|aussi|acheter|je peux|oui, je peux",
Trente-trois,17,1,1,0,1,,trente-trois et dix font quarante-trois
Quarante-quatre,17,1,1,0,0,,
Vingt-trois,17,2,1,0,0,,
Treize,17,1,1,0,7,,"treize francs|je vous dois treize francs|non, pas treize|non, j'ai treize francs|voilà treize francs"
Trente-sept,17,1,1,0,0,,
"Moi, j'en ai",17,1,3,0,0,,
Je peux vous donner,17,1,4,3,3,vous|je|je peux,je peux vous donner des dollars|je peux vous donner de l'argent|je peux vous en donner
Je peux vous donner de l'argent,17,1,6,4,0,vous|je|je peux|je peux vous donner,
Je peux vous en donner,17,1,5,4,0,vous|je|je peux|je peux vous donner,
Est-ce que vous avez des francs pour moi?,17,1,8,7,0,vous|est-ce que|moi|vous avez|est-ce que vous avez des francs,
"Oui, j'ai assez de francs",17,1,5,2,0,j'ai|assez,
J'en ai assez,17,1,3,1,0,assez,
Voilà quarante-cinq francs,17,1,3,2,0,voilà|quarante-cinq francs,
Donnez-moi quatre francs,17,1,3,2,0,quatre|donnez-moi,
"Maintenant, j'ai quarante-et-un francs",17,1,4,2,0,j'ai|j'ai quarante-et-un francs,
Vingt-et-un,17,2,1,0,0,,
Trente-et-un,17,1,1,0,1,,vous me devez trente-et-un francs
Cinquante-et-un,17,1,1,0,0,,
Cinquante,17,3,1,0,4,,cinquante francs|cinquante kilomètres|ça suffit pour cinquante kilomètres|cent cinquante dollars
Soixante,17,2,1,0,2,,soixante francs|il y a soixante kilomètres
Soixante-et-un,17,2,1,0,2,,soixante-et-un francs|je vous donne soixante-et-un francs
Cinquante-sept,17,1,1,0,0,,
Vous me devez...,17,1,3,2,2,vous|vous devez,vous me devez dix francs|vous me devez trente-et-un francs
Vous me devez trente-et-un francs,17,1,5,4,0,vous|vous devez|trente-et-un|vous me devez,
Cinquante-trois francs,17,1,2,0,1,,je vais vous donner cinquante-trois francs
C'est trop cher,17,2,3,3,2,c'est|c'est trop|cher,"non, c'est trop cher|soixante-huit, c'est trop cher"
Ce n'est pas trop cher,17,2,5,5,0,pas|ce|cher|ce n'est pas cher|pas trop,
Soixante-et-un francs,17,2,2,1,1,soixante-et-un,je vous donne soixante-et-un francs
Je vous donne soixante-et-un francs,17,1,5,6,0,vous|je|je donne|je vous donne|soixante-et-un,
"Non, donnez-moi des dollars",17,1,4,3,0,donnez-moi des dollars|des dollars|donnez-moi,
"En dollars, ce n'est pas cher",17,1,6,4,0,pas|ce|cher|ce n'est pas cher,
"Si, c'est cher",17,2,3,2,0,c'est|cher,
Je parle français,17,1,3,4,1,je|français|je parle|parle,je parle un peu le français
Vous parlez français,17,1,3,4,2,vous|français|vous parlez|parlez,"je trouve que pour un américain, vous parlez très bien le français|quand vous parlez français"
Vous parlez trop vite!,17,4,4,4,3,vous|vous parlez|parlez|vite,"vous parlez trop vite pour moi|et vous parlez trop vite|maintenant, vous parlez trop vite"
Je ne parle pas vite,17,1,5,7,1,ne|je|pas|je ne|je parle,"en anglais, je ne parle pas vite"
"Si, vous parlez très vite",17,1,5,5,0,vous|très|vous parlez|parlez|vite,
"En anglais, je ne parle pas vite",17,1,7,8,0,ne|je|pas|je ne|je parle,
"Mais en français, je ne vous comprends pas",17,1,8,13,0,ne|vous|je|comprends|je comprends,
Quand vous parlez français...,17,1,4,6,0,vous|français|vous parlez|parlez|quand,
Vous parlez trop vite pour moi,17,1,6,7,0,vous|moi|vous parlez|parlez|pour moi,
Cher,17,1,1,0,12,,"c'est trop cher|ce n'est pas trop cher|en dollars, ce n'est pas cher|si, c'est cher|le vin est trop cher"
Le vin est trop cher,17,1,5,3,0,est|vin|cher,
Et vous parlez trop vite,17,1,5,7,0,vous|et vous|et|vous parlez|parlez,
Merci et ça suffit,17,1,4,4,0,merci|et|ça suffit|ça,
Ce n'est pas cher,18,1,4,3,3,pas|ce|cher,"ce n'est pas trop cher|en dollars, ce n'est pas cher|là-bas, ce n'est pas cher"
Est-ce que vous avez assez d'argent?,18,1,6,4,0,vous|est-ce que|vous avez|assez,
J'ai quarante-et-un francs,18,1,3,1,1,j'ai,"maintenant, j'ai quarante-et-un francs"
"Là-bas, ce n'est pas cher",18,1,5,4,0,pas|ce|cher|ce n'est pas cher,
Plus cher,18,1,2,2,1,plus|cher,"ici, c'est plus cher"
"Ici, c'est plus cher",18,1,4,4,0,c'est|plus|cher|plus cher,
Plus vite,18,2,2,2,1,plus|vite,parlez plus vite
Parlez plus vite,18,1,3,4,0,parlez|plus|plus vite|vite,
"Maintenant, vous parlez trop vite",18,1,5,5,0,vous|vous parlez|parlez|vous parlez trop vite|vite,
Mon mari parle vite,18,1,4,5,0,mon|parle|mari|mon mari|vite,
Mari,18,1,1,0,22,,mon mari parle vite|mon mari|mon mari voudrait boire quelque chose|mon mari peut boire quelque chose|mon mari peut boire du vin
Ma femme,18,1,2,0,10,,ma femme est là-bas|ma femme voudrait boire quelque chose|ma femme voudrait boire de l'orangina|où est ma femme|ma femme voudrait boire de l'eau
Mon mari,18,3,2,2,16,mon|mari,mon mari parle vite|mon mari voudrait boire quelque chose|mon mari peut boire quelque chose|mon mari peut boire du vin|mon mari peut boire de l'orangina
Ma femme est là-bas,18,1,4,3,0,est|là-bas|ma femme,
Ma femme voudrait boire quelque chose,18,1,6,6,0,quelque chose|chose|quelque|boire|boire quelque chose,
Mon mari voudrait boire quelque chose,18,1,6,8,0,mon|quelque chose|chose|quelque|boire,
Mon mari peut boire quelque chose,18,1,6,8,0,mon|quelque chose|chose|quelque|boire,
Mon mari peut boire du vin,18,1,6,7,0,mon|boire|du vin|vin|du,
Mon mari peut boire de l'Orangina,18,1,6,4,0,mon|boire|mari|mon mari,
Orangina,18,1,1,0,0,,
Je voudrais boire de l'Orangina,18,1,5,4,0,je|je voudrais|voudrais|boire,
Ma femme voudrait boire de l'Orangina,18,1,6,2,0,boire|ma femme,
Je voudrais boire de l'eau,18,1,5,5,0,je|je voudrais|voudrais|boire|de l'eau,
"De l'eau, s'il vous plaît",18,1,5,5,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Mon mari voudrait de l'eau,18,1,5,4,0,mon|mari|mon mari|de l'eau,
De l'Orangina pour moi,18,1,4,2,0,moi|pour moi,
Votre femme,18,1,2,0,8,,votre femme est ici|votre femme n'est pas ici|c'est votre femme|qu'est-ce que votre femme veut faire|votre femme peut boire de l'eau
Votre femme est ici,18,1,4,3,0,est|ici|votre femme,
Votre mari est ici,18,1,4,3,0,est|ici|mari,
Où est mon mari?,18,1,4,6,0,mon|est|où est|où|mari,
Où est ma femme?,18,1,4,4,0,est|où est|où|ma femme,
Votre femme n'est pas ici,18,1,5,4,0,pas|ici|pas ici|votre femme,
Votre mari voudrait manger quelque chose maintenant,18,1,7,6,0,manger|quelque chose|chose|quelque|maintenant,
Ma femme voudrait boire de l'eau,18,1,6,3,0,boire|ma femme|de l'eau,
Mon mari voudrait boire de l'Orangina,18,1,6,4,0,mon|boire|mari|mon mari,
Pas de vin,18,1,3,2,2,pas|vin,vous n'avez pas de vin|je n'ai pas de vin
Qui est là-bas?,18,1,3,3,0,est|là-bas|qui,
C'est votre femme,18,1,3,2,0,c'est|votre femme,
Qu'est-ce que votre femme veut faire?,18,1,6,3,0,qu'est-ce que|faire|votre femme,
Ma femme voudrait manger quelque chose,18,1,6,5,0,manger|quelque chose|chose|quelque|ma femme,
"De l'Orangina, ou de l'eau?",18,1,5,3,0,ou|de l'eau|ou de l'eau,
Votre femme peut boire de l'eau,18,1,6,3,0,boire|votre femme|de l'eau,
Et vous pouvez boire de l'Orangina,18,1,6,6,0,vous|et vous|et|boire|et boire,
Où est votre femme?,18,2,4,4,0,est|où est|où|votre femme,
Ma femme? Je ne sais pas,18,2,6,6,0,ne|je|pas|je ne|je ne sais pas,
